42.27378197602934, -71.80907628895035
42.27382924426835, -71.80907983791073
42.27388614117573, -71.80907983791073
42.27398155279741, -71.80909166777866
42.27398067746207, -71.80905854414844
42.274022693543806, -71.80910349764662
42.27406470959755, -71.80910231465981
42.2741217158245, -71.80915948466743
42.27414128158522, -71.80923692354406
42.27414198036245, -71.80930964054
42.27414407669403, -71.80938046878784
42.27415106446378, -71.80947207331317
42.274156654678926, -71.80953912404435
42.274169889014814, -71.80961260530613
42.27418450433943, -71.80967186187681
42.27418815817004, -71.80973605649503
42.27418815817004, -71.80979860509738
42.274168671070946, -71.80984633955708
42.27416014546318, -71.8099105341753
42.27414187629984, -71.80995333058745
42.27411873535201, -71.80999777301544
42.27408627242231, -71.81004908913013
42.27405620634986, -71.81007831663653
42.27401348085382, -71.81010540554492
42.27398130484383, -71.81013891024739
42.273943326581424, -71.81015245470158
42.27390376586708, -71.81015530616561
42.27385576550032, -71.81016813775379
42.27383029412477, -71.81015611926725
42.27378437048706, -71.81012465319968
42.27374505280181, -71.8101187491591
42.2737144723645, -71.81009218097476
42.27366683888016, -71.8100853036255
42.273634091740846, -71.81006853982032
42.273599359907806, -71.81003434165777
42.27357554378267, -71.80999142631653
42.27355321615718, -71.80993040606569
42.27351451492093, -71.809921688887
42.27350806471257, -71.80987072691929
42.27349020259317, -71.80978891953526
42.2734743251499, -71.80968230173436
42.273465890256546, -71.80959378884303
42.27344356259185, -71.80949588820934
42.27343413535337, -71.80941944525425
42.27344058556928, -71.80933026181073
42.273482263873234, -71.80924979552825
42.27349962982441, -71.80921827957452
42.2735517276492, -71.80916664705458
42.27360084841599, -71.80913311944424
42.27364897680693, -71.8091103206692
42.27370305918178, -71.8090814869243
